Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
Model S,18,16306102,HV Header - Front Drive Unit - HV Battery (Remove & Replace),Remove and Replace,1.02,1.02
Model S,18,16306311,HV Header - Rear Drive Unit - HV Battery - LH (Remove & Install),Remove and Install,0.55,0.55
Model S,18,16306312,HV Header - Rear Drive Unit - HV Battery - LH (Remove & Replace),Remove and Replace,0.66,0.66
Model S,18,16306321,HV Header - Rear Drive Unit - HV Battery - RH (Remove & Install),Remove and Install,0.55,0.55
Model S,18,16306322,HV Header - Rear Drive Unit - HV Battery - RH (Remove & Replace),Remove and Replace,0.66,0.66
Model S,18,16900308,HV Battery Damage Evaluation (Reman),Retrofit,1.0,1.0
Model S,18,16900508,HV Battery Safety Check (Reman),Retrofit,1.0,1.0
Model S,18,16901008,HV Battery Standard Remanufacturing (Reman),Retrofit,7.45,7.45
Model S,18,16901208,"Battery Unpacking/Packing, Shipping Preparation (Reman)",Sublet,0.0,0.0
Model S,18,16901408,"Battery Disassembly, Inspection and Result Recording (Reman)",Sublet,0.0,0.0
Model S,18,16901808,Battery Enclosure Replacement (Reman),Sublet,0.0,0.0
Model S,18,16901908,Battery Module Replacement (Reman),Sublet,0.0,0.0
Model S,18,16901918,Deep cleaning of water inlet module(Reman) ,Sublet,0.0,0.0
Model S,18,16902008,HV Battery Capacity Test (Reman),Retrofit,1.0,1.0
Model S,18,16902408,Charge/Discharge Test (Reman),Sublet,0.0,0.0
Model S,18,16902608,Battery Reassembly (Reman),Sublet,0.0,0.0
Model S,18,16902708,Battery Laser Welding (Reman),Fee,0.78,0.78
Model S,18,16902808,Battery Module Repair (Reman),Sublet,0.0,0.0
Model S,18,16903108,HV Battery Coolant Leak Rectification (Reman),Retrofit,1.0,1.0
Model S,18,16903308,Umbrella Valves - HV Battery (Reman),Retrofit,0.15,0.15
Model S,18,16903708,Ski - Side Rail - HV Battery - LH (Reman),Retrofit,0.25,0.25
Model S,18,16903808,Ski - Side Rail - HV Battery - RH (Reman),Retrofit,0.25,0.25
Model S,18,16904008,Enclosure - HV Battery - Remanufactured (Reman),Retrofit,5.35,5.35
Model S,18,16904208,Enclosure - HV Battery - New (Reman),Retrofit,4.6,4.6
Model S,18,16904508,Baffle - Vent - HV Battery (Reman),Retrofit,0.15,0.15
Model S,18,16905008,Battery Management System (BMS) (Reman),Retrofit,0.45,0.45
Model S,18,16905208,Spine - HV Battery (Reman),Retrofit,1.45,1.45
Model S,18,16906008,Modules - HV Battery - Inspection (Reman),Inspection,0.6,0.6
Model S,18,16906208,Modules - HV Battery - Upper (Reman),Retrofit,0.25,0.25
Model S,18,16906408,Modules - HV Battery - Lower (Reman),Retrofit,0.7,0.7
Model S,18,17000004,Diagnosis: Driver Assistance,General Diagnosis,0.5,0.5
Model S,18,17000008,Jumpstart Vehicle (Restore),Restore,0.12,0.12
Model S,18,17010000,Vehicle HV Disablement Procedure,Test/Adjust,0.36,0.36
Model S,18,17010008,LV Battery - Recover,Restore,0.06,0.06
Model S,18,17010100,Disconnect 12V - 1st Generation - RWD ,Test/Adjust,0.2,0.2
Model S,18,17010200,Disconnect LV Power,Modify,0.06,0.06
Model S,18,17010300,Disconnect 12V - 2nd Generation ,Test/Adjust,0.15,0.15
Model S,18,17010500,LV Maintainer (Connect & Disconnect),Maintenance,0.06,0.06
Model S,18,17011221,Battery - LV (Remove & Install),Remove and Install,0.18,0.18
Model S,18,17011222,Battery - LV (Remove & Replace),Remove and Replace,0.18,0.18
Model S,18,17011251,Battery - Auxiliary - 12V - 1st Generation (Dual Motor) (Remove & Install),Remove and Install,0.3,0.3
Model S,18,17011301,Battery - Auxiliary - 12v - 2nd Generation (Remove & Install),Remove and Install,0.2,0.2
Model S,18,17011501,12V Battery Tray (Remove & Install),Remove and Install,1.0,1.0
Model S,18,17011502,12V Battery Tray (Remove & Replace),Remove and Replace,1.2,1.2
Model S,18,17011551,12V Battery Tray (2nd Generation) (Remove & Install),Remove and Install,0.15,0.15
Model S,18,17011552,12V Battery Tray (2nd Generation) (Remove & Replace),Remove and Replace,0.18,0.18
Model S,18,17011601,E-Fuse Module (1st Generation) (Remove & Install),Remove and Install,1.3,1.3
Model S,18,17011602,E-Fuse Module (1st Generation) (Remove & Replace),Remove and Replace,1.56,1.56
Model S,18,17011651,E-Fuse Module (2nd Generation) (Remove & Install),Remove and Install,1.0,1.0
Model S,18,17011652,E-Fuse Module (2nd Generation) (Remove & Replace),Remove and Replace,1.2,1.2
Model S,18,17012001,Trim - Fuse Box Lid (Remove & Install),Remove and Install,0.1,0.1
Model S,18,17012002,Trim - Fuse Box Lid (Remove & Replace),Remove and Replace,0.12,0.12
Model S,18,17012101,Fuse in Fuse Box - Any (Remove & Install),Remove and Install,0.1,0.1
Model S,18,17012102,Fuse in Fuse Box - Any (Remove & Replace),Remove and Replace,0.12,0.12
Model S,18,17012201,12V Fuse Box (Remove & Install),Remove and Install,0.9,0.9
Model S,18,17012202,12V Fuse Box (Remove & Replace),Remove and Replace,1.08,1.08
Model S,18,17012301,Fusebox - Battery (RHD) (Remove & Install),Remove and Install,1.15,1.15
Model S,18,17012302,Fusebox - Battery (RHD) (Remove & Replace),Remove and Replace,1.38,1.38
Model S,18,17012401,Fusebox - Underhood - 2nd Generation (Remove & Install),Remove and Install,0.24,0.24
Model S,18,17012402,Fusebox - Underhood - 2nd Generation (Remove & Replace),Remove and Replace,0.24,0.24
Model S,18,17012701,Beam - 12V Battery Bracket  (Remove & Install),Remove and Install,0.35,0.35
Model S,18,17012702,Beam - 12V Battery Bracket  (Remove & Replace),Remove and Replace,0.42,0.42
Model S,18,17013001,IBS (intelligent battery sensor) (Remove & Install),Remove and Install,0.1,0.1
Model S,18,17013002,IBS (intelligent battery sensor) (Remove & Replace),Remove and Replace,0.12,0.12
Model S,18,17013101,12V Positive Jump Post (Remove & Install),Remove and Install,0.15,0.15
Model S,18,17013102,12V Positive Jump Post (Remove & Replace),Remove and Replace,0.18,0.18
Model S,18,17013501,Relay in Fuse Box - Any (Remove & Install),Remove and Install,0.1,0.1
Model S,18,17013502,Relay in Fuse Box - Any (Remove & Replace),Remove and Replace,0.12,0.12
Model S,18,17014011,Bracket - 12V Battery (Dual Motor) (Remove & Install),Remove and Install,0.36,0.36
Model S,18,17014012,Bracket - 12V Battery (Dual Motor) (Remove & Replace),Remove and Replace,0.36,0.36
Model S,18,17014101,Inline Fuse (Remove & Install),Remove and Install,0.75,0.75
Model S,18,17014102,Inline Fuse (Remove & Replace),Remove and Replace,0.9,0.9
Model S,18,17014111,Inline Fuse - 125A (Remove & Install),Remove and Install,1.0,1.0
Model S,18,17014112,Inline Fuse - 125A (Remove & Replace),Remove and Replace,1.2,1.2
Model S,18,17015101,DCDC Cover (Remove & Install),Remove and Install,0.65,0.65
Model S,18,17019772,HV Compressor connector - Softset Inspection,Test/Adjust,0.42,0.42
Model S,18,17044828,ETC Remove and Replace for China,Remove and Replace,0.12,0.12
Model S,18,17048098,ETC Set Up for Japan,Fee,0.25,0.25
Model S,18,17048099,ETC Installation for China,Test/Adjust,0.18,0.18
Model S,18,17100008,Harness Connector - Reconnect,Restore,0.1,0.1
Model S,18,17100010,Harness Connector - Repair (Does Not Include Access Labor),Restore,0.6,0.6
Model S,18,17100071,Harness - 2nd Row Seat - LH (Remove & Install),Remove and Install,0.4,0.4
Model S,18,17100072,Harness - 2nd Row Seat - LH (Remove & Replace),Remove and Replace,0.48,0.48
Model S,18,17100081,Harness - 2nd Row Seat - RH (Remove & Install),Remove and Install,0.15,0.15
Model S,18,17100082,Harness - 2nd Row Seat - RH (Remove & Replace),Remove and Replace,0.18,0.18
Model S,18,17100101,Harness - Front Door - LH (Remove & Install),Remove and Install,0.48,0.48
Model S,18,17100102,Harness - Front Door - LH (Remove & Replace),Remove and Replace,0.48,0.48
Model S,18,17100201,Harness - Front Door - RH (Remove & Install),Remove and Install,0.48,0.48
Model S,18,17100202,Harness - Front Door - RH (Remove & Replace),Remove and Replace,0.48,0.48
Model S,18,17100301,Harness - Center Console (Remove & Install),Remove and Install,1.15,1.15
Model S,18,17100302,Harness - Center Console (Remove & Replace),Remove and Replace,1.38,1.38
Model S,18,17100401,Harness - Body - Lower Dash (Remove & Install),Remove and Install,7.4,7.4
Model S,18,17100402,Harness - Body - Lower Dash (Remove & Replace),Remove and Replace,8.4,8.4
Model S,18,17100501,Harnesses - Main Lower Dash and Front Trunk (RHD) (Dual Motor) (Remove & Install),Remove and Install,11.15,11.15
Model S,18,17100502,Harnesses - Main Lower Dash and Front Trunk (RHD) (Dual Motor) (Remove & Replace),Remove and Replace,12.15,12.15
Model S,18,17100511,Harnesses - Main Lower Dash and Front Trunk (RHD) (RWD) (Remove & Install),Remove and Install,11.15,11.15
Model S,18,17100512,Harnesses - Main Lower Dash and Front Trunk (RHD) (RWD) (Remove & Replace),Remove and Replace,12.15,12.15
Model S,18,17100601,Harness - Instrument Panel (Remove & Install),Remove and Install,1.65,1.65
Model S,18,17100602,Harness - Instrument Panel (Remove & Replace),Remove and Replace,2.1,2.1
Model S,18,17100611,Sub-Harness - Instrument Panel  (Remove & Install),Remove and Install,0.95,0.95
Model S,18,17100612,Harness - Sub-Assembly - Instrument Panel (Remove and Replace),Remove and Replace,1.44,1.44
Model S,18,17100701,Harness - Main Front (NA) (Remove & Install),Remove and Install,7.9,7.9
Model S,18,17100701301,Ethernet JumperHarness (2025+),Remove and Install,0.48,0.48
Model S,18,17100701302,Ethernet JumperHarness (2025+),Remove and Replace,0.48,0.48
Model S,18,17100702,Harness - Main Front (NA) (Remove & Replace),Remove and Replace,7.9,7.9
Model S,18,17100731,Harness - Main Front (EMEA) (Remove & Install),Remove and Install,6.2,6.2
Model S,18,17100732,Harness - Main Front (EMEA) (Remove & Replace),Remove and Replace,7.2,7.2
Model S,18,17100801,Harness - Body - LH (NA) (Remove & Install),Remove and Install,3.06,3.06
Model S,18,17100802,Harness - Body - LH (NA) (Remove & Replace),Remove and Replace,3.06,3.06
Model S,18,17100811,Harness - Body - LH (EMEA) (Remove & Install),Remove and Install,2.85,2.85
Model S,18,17100812,Harness - Body - LH (RoW) (Remove & Replace),Remove and Replace,3.42,3.42
Model S,18,17100901,Harness - Body - Right (Remove & Install),Remove and Install,2.7,2.7
Model S,18,17100901301,Harness - Instrument Panel (2025+) ,Remove and Install,2.04,2.04
Model S,18,17100901302,"Harness -
  Instrument Panel (2025+) ",Remove and Replace,2.04,2.04
Model S,18,17100902,Harness - Body - Right (Remove & Replace),Remove and Replace,2.7,2.7
Model S,18,17101001,Harness - Fascia - Front (AP3) (Remove & Install),Remove and Install,0.54,0.54
Model S,18,17101002,Harness - Fascia - Front (AP3) (Remove & Replace),Remove and Replace,0.54,0.54
Model S,18,17101006,Harness - Media Control Unit,Retrofit,1.62,1.62
Model S,18,17101011,Harness - Fascia - Front (HW4) (Remove & Install),Remove and Install,0.3,0.3
Model S,18,17101012,Harness - Fascia - Front (AP4) (Remove & Replace),Remove and Replace,0.36,0.36
Model S,18,17101101,Harness - Fascia - Rear (HW3) (Remove & Install),Remove and Install,0.7,0.7
Model S,18,17101102,Harness - Fascia - Rear (HW3) (Remove & Replace),Remove and Replace,0.6,0.6
Model S,18,17101301,Harness - Thermal Bar (Remove & Install),Remove and Install,1.1,1.1
Model S,18,17101302,Harness - Thermal Bar (Remove & Replace),Remove and Replace,1.32,1.32
Model S,18,17101401,Harness - Front End Module (RWD) (1st Generation) (Remove & Install),Remove and Install,0.9,0.9
Model S,18,17101402,Harness - Front End Module (RWD) (1st Generation) (Remove & Replace),Remove and Replace,0.9,0.9
Model S,18,17101501,Harness - Front End Module (Dual Motor),Remove and Install,0.65,0.65
Model S,18,17101502,Harness - Front End Module (Dual Motor),Remove and Replace,0.78,0.78
Model S,18,17101601,Harness - Front End Module (2nd Generation) (Remove & Install),Remove and Install,0.65,0.65
Model S,18,17101700101,"Harness - Fascia -
  Front (Plaid) (2025+)",Remove and Install,0.6,0.6
Model S,18,17101700102,Harness - Fascia - Front (Plaid) (2025+),Remove and Replace,0.6,0.6
Model S,18,17101700201,Harness - Front Fascia - Base (2025+),Remove and Install,0.6,0.6
Model S,18,17101700202,Harness - Front Fascia - Base (2025+),Remove and Replace,0.6,0.6
Model S,18,17101701,Harness - Body - Left (Remove & Install),Remove and Install,7.2,7.2
Model S,18,17101702,Harness - Body - Left (Remove & Replace),Remove and Replace,8.2,8.2
Model S,18,17101801,Harness - Seat - Driver (Remove & Install),Remove and Install,0.95,0.95
Model S,18,17101802,Harness - Seat - Front - LH (Remove and Replace),Remove and Replace,1.14,1.14
Model S,18,17101901,Harness - Seat - Front Passenger (Remove & Install),Remove and Install,0.95,0.95
Model S,18,17101902,Harness - Seat - Front - RH (Remove and Replace),Remove and Replace,1.14,1.14
Model S,18,17102001,Harness - Subframe - Rear (Remove & Install),Remove and Install,2.3,2.3
Model S,18,17102002,Harness - Subframe - Rear (Remove & Replace),Remove and Replace,2.76,2.76
Model S,18,17102012,Jumper Harness - Trailer Hitch (Remove and Replace),Remove and Replace,0.54,0.54
Model S,18,17102021,Harness - Subframe - Rear (Plaid) (Remove & Install),Remove and Install,2.82,2.82
Model S,18,17102022,Harness - Subframe - Rear (Plaid) (Remove & Replace),Remove and Replace,2.82,2.82
Model S,18,17102500101,Harness - Frunk (Plaid) (2025+),Remove and Install,0.0,0.0
Model S,18,17102500102,Harness - Frunk (Plaid) (2025+),Remove and Replace,0.0,0.0
Model S,18,17102500201,Harness - Frunk (Standard) (2025+),Remove and Install,6.05,6.05
Model S,18,17102500202,Harness - Frunk (Standard) (2025+),Remove and Replace,6.05,6.05
Model S,18,17102500301,Harness - Body Side - RH (2025+),Remove and Install,2.7,2.7
Model S,18,17102500302,Harness - Body Side - RH (2025+),Remove and Replace,2.7,2.7
Model S,18,17102500401,Harness - Body Side - LH (2025+),Remove and Install,3.0,3.0
Model S,18,17102500402,Harness - Body Side - LH (2025+),Remove and Replace,3.0,3.0
Model S,18,17102501,Harness - Headliner (Remove & Install),Remove and Install,1.5,1.5
Model S,18,17102502,Harness - Headliner (Remove & Replace),Remove and Replace,1.8,1.8
Model S,18,17102601,Harness - Trunk - Front (Remove & Install),Remove and Install,8.35,8.35
Model S,18,17102602,Harness - Trunk - Front (Remove & Replace),Remove and Replace,9.35,9.35
Model S,18,17102611,Harness - Trunk - Front (Pedestrian Protection) (Remove & Install),Remove and Install,8.65,8.65
Model S,18,17102612,Harness - Trunk - Front (Pedestrian Protection) (Remove & Replace),Remove and Replace,9.65,9.65
Model S,18,17102801,Harness - Rear Door - LH (Remove & Install),Remove and Install,0.48,0.48
Model S,18,17102802,Harness - Rear Door - LH (Remove & Replace),Remove and Replace,0.48,0.48
Model S,18,17102901,Harness - Rear Door - RH (Remove & Install),Remove and Install,0.48,0.48
Model S,18,17102902,Harness - Rear Door - RH (Remove & Replace),Remove and Replace,0.48,0.48
Model S,18,17103000101,Harness - Driver Seat (2025+),Remove and Install,1.14,1.14
Model S,18,17103000102,Harness - Driver Seat (2025+),Remove and Replace,1.14,1.14
Model S,18,17103301,Harness - Front Drive Unit (Remove & Install),Remove and Install,3.1,3.1
Model S,18,17103302,Harness - Front Drive Unit (Remove & Replace),Remove and Replace,3.72,3.72
Model S,18,17103901,Harnesses - Liftgate - RH/RH (Remove and Install),Remove and Install,2.3,2.3
Model S,18,17103902,Harnesses - Liftgate - RH/RH (Remove and Replace),Remove and Replace,2.76,2.76
Model S,18,17104001,Cable - EPAS (Remove & Install),Remove and Install,2.7,2.7
Model S,18,17104002,Cable - EPAS (Remove & Replace),Remove and Replace,3.24,3.24
Model S,18,17104101,Harness - HVAC Assembly (Remove & Install),Remove and Install,1.65,1.65
Model S,18,17104102,Harness - HVAC Assembly (Remove & Replace),Remove and Replace,2.1,2.1
Model S,18,17104201,Cable - Body - Left - GPS Antenna (Remove & Install),Remove and Install,3.0,3.0
Model S,18,17104202,Cable - Body - Left - GPS Antenna (Remove & Replace),Remove and Replace,3.6,3.6
Model S,18,17104501,Harness - Liftgate - LH (Remove & Install),Remove and Install,0.6,0.6
Model S,18,17104502,Harness - Liftgate - LH (Remove & Replace),Remove and Replace,0.84,0.84
Model S,18,17104511,Harness - Tuner - Liftgate (Remove & Install),Remove and Install,0.45,0.45
Model S,18,17104512,Harness - Tuner - Liftgate (Remove & Replace),Remove and Replace,0.54,0.54
Model S,18,17104601,Harness - Liftgate - RH (Remove & Install),Remove and Install,1.5,1.5
Model S,18,17104602,Harness - Liftgate - RH (Remove & Replace),Remove and Replace,1.8,1.8
Model S,18,17104701,Harnesses - Liftgate - LH/RH (Remove & Install),Remove and Install,2.3,2.3
Model S,18,17104702,Harnesses - Liftgate - LH/RH (Remove & Replace),Remove and Replace,2.76,2.76
Model S,18,17105001,Cable - Body Left - RKE + GPS (Remove & Install),Remove and Install,0.8,0.8
Model S,18,17105002,Cable - Body Left - RKE + GPS (Remove & Replace),Remove and Replace,0.96,0.96
Model S,18,17105006,Wire - Electrical Harness (Overlay),Retrofit,0.0,0.0
Model S,18,17105008,Wire - Electrical Harness (Does Not Include Access Labor) (Repair),Restore,0.0,0.0
Model S,18,17105101,Connector Housing - Electrical Harness (Does Not Include Access Labor) (Remove & Install),Remove and Install,0.2,0.2
Model S,18,17105102,Connector Housing - Electrical Harness (Does Not Include Access Labor) (Remove & Replace),Remove and Replace,0.24,0.24
